"ID";"Futuro";"Faltas";"Dever";"Gosta_escola";"Notas";"Alcool_vida";"Inalante_vida";"Sexo";"Idade";"Ano_escolar";"Autoeficacia";"Intromissao";"Antisocial";"Num_char_futuro";"Futuro2"
415;"Eu me imagino que eu seja uns dos gerentes da empreza do meu pai, Me vejo morando sozinho, com meu carro e saindo com meus amigos e amiga                                                                       ";.;5;4;2;"Não2";"Não2";2;14;9;"3,97";"2,75";"2,05";208;"EU ME IMAGINO Q"
416;"Sim, eu penso em ser engenheiro mecanico, mas tem uma coisa eu tenho muita preguiça                                                                                                                             ";.;3;3;2;"Não2";"Não1";2;14;7;"3,97";"4,95";"0,94";208;"SIM, EU PENSO E"
417;"                                                                                                                                                                                                                ";.;5;3;2;"Não1";"Não1";2;13;8;"3,98";"2,55";"1,02";208;"               "
418;"Tendo trabalho e uma familia pra cuidar,                                                                                                                                                                        ";.;5;4;3;"Não1";"Não1";2;11;6;"3,98";"3";"1,17";208;"TENDO TRABALHO "
421;"                                                                                                                                                                                                                ";.;3;5;3;"Não2";"Não2";2;12;7;"4";"1,07";"1,37";208;"               "
422;"Sendo veterinário e trabalhando  fazenda do meu pai para ajudar ele para que também eu honre ele                                                                                                              ";.;5;3;1;"Não2";"Não1";2;13;7;"4";"1,16";"1,48";206;"SENDO VETERINÁR"
423;"Eu imagino que eu vou me formar e trabalhar  profissão que eu quero                                                                                                                                           ";.;3;4;2;"Não1";"Não1";1;13;7;"4";"1,51";"1,62";206;"EU IMAGINO QUE "
424;"Imagino que eu vo cer saldavel e trabalhar no cerviço de bombeiro e sarva vidas,                                                                                                                                ";.;4;3;2;"Não1";"Não1";2;11;6;"4";"1,51";"1,85";208;"IMAGINO QUE EU "
425;"Eu imagino minha vida feliz como uma pessoa que estudou muito com um trabalho bom, casada filhos e uma vida realizada que deus me deu,                                                                          ";.;4;3;2;"Não1";"Não1";1;12;7;"4";"1,96";"0,96";208;"EU IMAGINO MINH"
426;"Um futuro bem sucedido                                                                                                                                                                                          ";.;4;4;2;"Não1";"Não1";1;14;9;"4";"2,24";"2,05";208;"UM FUTURO BEM S"
427;"me imagino formada e com um bom emprego                                                                                                                                                                         ";.;5;4;3;"Não1";"Não1";1;13;9;"4";"2,27";"1,07";208;"ME IMAGINO FORM"
428;"É, eu me imagino um homem bem sucedido                                                                                                                                                                          ";.;3;3;1;"Não2";"Não1";2;12;7;"4";"2,93";"1,04";208;"É, EU ME IMAGIN"
429;"que eu quero cer da marinha e se muito feliz  minha vida                                                                                                                                                      ";.;3;4;2;"Não2";"Não1";2;13;7;"4";"3,09";"1,05";206;"QUE EU QUERO CE"
430;"Imagino eu com uma casa própria uma emprego fixo com a profissão que eu gosto e com uma família, com alguém que me ame e dois filhos,                                                                           ";.;4;3;2;"Não1";"Não1";1;13;8;"4";"3,21";"0,92";208;"IMAGINO EU COM "
431;"Tacando bola de neve pos meus filhos dentro da minha mansão milhonária (estarei feliz)                                                                                                                          ";.;4;4;2;.;"Não1";2;13;8;"4,01";"2,94";"1,68";208;"TACANDO BOLA DE"
432;"Eu imagino eu trabalhando, tendo uma família muito louca, que faz coisas muito loucas também                                                                                                                    ";.;4;4;3;"Não2";"Não1";2;.;9;"4,01";"3,91";"1,56";208;"EU IMAGINO EU T"
433;"Um engenheiro, com sucesso  vida e saúde, Ou talvez um gamer profissiol,                                                                                                                                    ";.;4;4;2;"Não1";"Não2";2;13;7;"4,02";"1,17";"1,28";204;"UM ENGENHEIRO, "
435;"Não imagino se não vou está viva                                                                                                                                                                                ";.;4;4;2;"Não1";"Não1";1;13;7;"4,03";"3,26";"2,62";208;"NÃO IMAGINO SE "
436;"ser medica, ter 2 filhos e um marido exeplar                                                                                                                                                                    ";.;5;3;3;"Não2";"Não1";2;11;6;"4,03";"3,47";"0,98";208;"SER MEDICA, TER"
437;"Ser uma boa pessoa, ter dinheiro, um carro e ter um cal no youtube, E ser famosa                                                                                                                              ";.;4;5;.;"Não2";"Não1";2;11;6;"4,04";"1,15";"0,98";206;"SER UMA BOA PES"
438;"Eu formada, com casa, família e amigos                                                                                                                                                                          ";.;4;5;2;"Não1";"Não1";1;12;7;"4,04";"2,19";"1,53";208;"EU FORMADA, COM"
439;"Eu imagino que estarei trabalhando e estudando o curso escolhido por mim                                                                                                                                        ";.;4;4;3;"Não2";"Não1";1;.;9;"4,04";"2,42";"1,91";208;"EU IMAGINO QUE "
440;"imagiva ser feliz, rico se dar de bem com a vida e ser um bom trabalhador etc,                                                                                                                                ";.;2;4;2;"Não1";"Não1";2;13;7;"4,04";"3,24";"1,51";206;"IMAGIVA SER FEL"
441;"eu quero fezer uma faculdade para me especialiar em alguma área, ter minha casa própria etc,,,                                                                                                                  ";.;4;3;.;"Não1";"Não1";1;13;8;"4,05";"0,98";"1,61";208;"EU QUERO FEZER "
442;"imagino eu trabalhando e compando as coisas que eu precisar, e ajudar meus pais,                                                                                                                                ";.;3;3;1;"Não2";"Não2";1;11;6;"4,05";"1,36";"2,44";208;"IMAGINO EU TRAB"
443;"formado e com emprego                                                                                                                                                                                           ";.;5;4;2;"Não1";"Não1";2;13;6;"4,05";"1,43";"0,94";208;"FORMADO E COM E"
444;"Eu imagino eu com uma vida boa, emprego baca                                                                                                                                                                  ";.;5;5;3;"Não1";"Não1";1;11;6;"4,05";"2,19";"1,35";206;"EU IMAGINO EU C"
445;"sendo advogada ou juiza ou delegada do caso fazendo direito e ser bem feliz                                                                                                                                     ";.;5;4;2;"Não1";"Não1";1;13;8;"4,05";"2,78";"1,79";208;"SENDO ADVOGADA "
446;"Eu quero ter um emprego, família, casa carro e etc,,,                                                                                                                                                           ";.;4;3;2;"Não1";"Não1";2;13;9;"4,05";"2,98";"1,81";208;"EU QUERO TER UM"
447;"Eu imagino eu mim formando e ajudando minha família com as contas de casa,                                                                                                                                      ";.;4;4;3;"Não1";"Não1";1;11;6;"4,06";"1";"1,22";208;"EU IMAGINO EU M"
448;"Eu queria que fosse melhor, Tem muito ladrã, etc,                                                                                                                                                               ";.;5;3;2;"Não1";"Não2";1;14;7;"4,06";"1,63";"1,02";208;"EU QUERIA QUE F"
449;"uma otima advogada colocando todos os bandidos do Brasil                                                                                                                                                        ";.;3;4;1;"Não2";"Não2";2;14;7;"4,06";"2,47";"2,51";208;"UMA OTIMA ADVOG"
450;"Eu imagino: uma vida normal,                                                                                                                                                                                    ";.;5;4;3;"Não2";"Não1";2;13;7;"4,06";"2,76";"2,06";208;"EU IMAGINO: UMA"
451;"Eu me imagino um jogador de futebol                                                                                                                                                                             ";.;5;1;3;"Não1";"Não1";2;11;6;"4,06";"4,79";"2";208;"EU ME IMAGINO U"
452;"                                                                                                                                                                                                                ";.;5;3;2;"Não2";"Não2";1;.;9;"4,06";"5,02";"1,49";208;"               "
453;"Eu imagino me formando fazendo faculdade, dando orgulho para minha mãe                                                                                                                                          ";.;5;4;3;"Não1";"Não1";1;12;7;"4,07";"1,47";"1,13";208;"EU IMAGINO ME F"
454;"No futuro quero ser medico e trilhorio                                                                                                                                                                        ";.;4;3;3;"Não1";"Não1";2;12;6;"4,07";"1,5";"1,05";206;"NO FUTURO QUERO"
455;"Eu gostaria de ser médica                                                                                                                                                                                       ";.;5;4;3;"Não1";"Não1";1;13;6;"4,07";"1,91";"0,97";208;"EU GOSTARIA DE "
456;"Bem legal e rica                                                                                                                                                                                                ";.;4;3;1;"Não1";"Não2";1;12;7;"4,07";"2,28";"1,42";208;"BEM LEGAL E RIC"
457;"Com um emprego decente que eu tenha uma familia e uma casa própria                                                                                                                                              ";.;4;4;2;"Não1";"Não1";2;13;9;"4,07";"2,28";"1,7";208;"COM UM EMPREGO "
458;"Eu pretendo ser um médico e ser solteiro                                                                                                                                                                        ";.;5;3;2;"Não1";"Não1";2;14;9;"4,07";"2,29";"1,49";208;"EU PRETENDO SER"
459;"Uma pessoa bem sucedida  vida e feliz                                                                                                                                                                         ";.;5;4;3;"Não2";"Não2";2;.;9;"4,07";"3,42";"1,36";206;"UMA PESSOA BEM "
460;"Não sei muito mas Tenho scerteza que quero ter um bom emprego fazer faculdade etc                                                                                                                               ";.;4;4;3;"Não1";"Não1";2;14;9;"4,07";"3,94";"1,79";208;"NÃO SEI MUITO M"
462;"uma vida calma com boa qualidade para todos da minha família                                                                                                                                                    ";.;4;4;2;"Não2";"Não1";2;14;8;"4,09";"2,73";"1,62";208;"UMA VIDA CALMA "
463;"eu imagino eu com uma família linda uma casa ou mansão grande com muitos animais e um carro chique,                                                                                                             ";.;4;2;3;"Não2";"Não2";1;13;7;"4,09";"3,34";"2,79";208;"EU IMAGINO EU C"
464;"Eu imagino eu sendo um grande Biologo com uma renda boa para a minha familia                                                                                                                                    ";.;4;5;2;"Não2";"Não1";2;12;7;"4,09";"3,75";"2,12";208;"EU IMAGINO EU S"
465;"Ser uma mulher profissiol e desenhista, arquiteta, fashionista                                                                                                                                                ";.;4;4;3;"Não2";"Não2";1;11;6;"4,1";"2,5";"1,52";206;"SER UMA MULHER "
466;"Eu imagino que eu vou fazer faculdade, termir os estudos e arrumar um bom emprego e ter uma familia,                                                                                                          ";.;5;5;2;"Não1";"Não1";1;11;6;"4,1";"2,58";"1,01";206;"EU IMAGINO QUE "
467;"Eu sendo adivogada e defendendo o certo, o justo                                                                                                                                                                ";.;5;4;3;"Não1";"Não1";1;13;6;"4,1";"5,03";"1,59";208;"EU SENDO ADIVOG"
468;"trabalhando no emprego bom,                                                                                                                                                                                     ";.;5;3;2;"Não2";"Não1";2;12;7;"4,11";"0,95";"2,32";208;"TRABALHANDO NO "
469;"Bem sucedida, trabalhando como pediatra, com um marido e com filhos lindos                                                                                                                                      ";.;3;3;1;"Não2";"Não2";1;11;6;"4,11";"2,93";"2,31";208;"BEM SUCEDIDA, T"
470;"uma pessoa de bem com a vida                                                                                                                                                                                    ";.;5;4;2;"Não1";"Não1";2;11;6;"4,13";"1,52";"1,45";208;"UMA PESSOA DE B"
471;"Uma vida bem sucedida                                                                                                                                                                                           ";.;4;4;3;"Não1";"Não1";2;12;7;"4,13";"1,76";"0,95";208;"UMA VIDA BEM SU"
472;"Eu me imagino bem de vida                                                                                                                                                                                       ";.;4;3;3;"Não2";"Não1";1;12;8;"4,13";"3";"2,16";208;"EU ME IMAGINO B"
473;"boa, com condições finceiras e uma boa saúde                                                                                                                                                                  ";.;4;2;2;"Não2";"Não1";1;13;8;"4,14";"1,06";"1,65";206;"BOA, COM CONDIÇ"
475;"Bom no futuro eu gostaria de viver minha vida cantando e mexendo com música,                                                                                                                                    ";.;5;4;2;"Não1";"Não1";1;11;6;"4,14";"2,01";"1,07";208;"BOM NO FUTURO E"
476;"Muito rico, cheios de mulheres um grande jogador de futebol ou um advogado ou um juiz presitencial,                                                                                                             ";.;4;3;2;"Não2";"Não1";2;14;7;"4,14";"2,87";"1,14";208;"MUITO RICO, CHE"
477;"Eu imagino ter feito a minha faculdade, trabalha, depois casar ter filhos e ficar com minha família,                                                                                                            ";.;3;3;2;"Não2";"Não1";1;14;9;"4,14";"4,96";"2,21";208;"EU IMAGINO TER "
478;"Uma engenheira de sucesso, com muita saúde                                                                                                                                                                      ";.;5;3;3;"Não2";"Não1";1;13;7;"4,15";"0,9";"2,07";208;"UMA ENGENHEIRA "
479;"                                                                                                                                                                                                                ";.;5;4;2;"Não1";"Não1";1;13;6;"4,15";"1,81";"1,51";208;"               "
480;"com uma vida bem sucedida e feliz                                                                                                                                                                               ";.;5;4;3;"Não2";"Não1";1;14;9;"4,15";"2";"1,47";208;"COM UMA VIDA BE"
481;"Uma vida com sucesso, com uma família feliz, uma vida com saúde, um bom casamento e ser feliz com minha família                                                                                                 ";.;5;4;3;"Não1";"Não1";1;12;7;"4,16";"1,8";"1,16";208;"UMA VIDA COM SU"
482;"Eu imagino que vai ser bom,                                                                                                                                                                                     ";.;4;4;2;"Não1";"Não1";.;11;6;"4,16";"4,59";"0,94";208;"EU IMAGINO QUE "
483;"                                                                                                                                                                                                                ";.;5;4;2;"Não1";"Não1";1;14;9;"4,17";"1,56";"1,25";208;"               "
484;"Que eu vou trabalhar, ajudar meus pais, eu não sei mas quero ser  (ilegível) e etc                                                                                                                              ";.;2;3;2;"Não1";"Não2";1;13;6;"4,17";"3,31";"1,27";208;"QUE EU VOU TRAB"
485;"Eu imagino que, eu vou ter uma família grande e saúdavel,                                                                                                                                                       ";.;5;3;3;"Não1";"Não1";1;12;7;"4,17";"4,83";"1,41";208;"EU IMAGINO QUE,"
486;"eu imagino uma pessoa dessente humilde e muito trabalhadora                                                                                                                                                     ";.;5;5;2;"Não1";"Não1";1;12;7;"4,18";"1";"0,94";208;"EU IMAGINO UMA "
488;"Eu me imagino feliz e feito tudo que eu quero                                                                                                                                                                   ";.;5;4;3;"Não1";"Não1";2;11;6;"4,19";"1,48";"1,32";208;"EU ME IMAGINO F"
489;"Morando em  país, constituindo a minha família, trabalhando como arqueóloga                                                                                                                                ";.;4;4;1;"Não1";"Não1";1;12;7;"4,19";"2,05";"0,93";203;"MORANDO EM  PAÍ"
490;"Uma grande medica legista,                                                                                                                                                                                      ";.;5;3;3;"Não1";"Não1";1;13;7;"4,2";"3,07";"1,02";208;"UMA GRANDE MEDI"
491;"rica e poteroça                                                                                                                                                                                                 ";.;4;4;2;"Não1";"Não1";1;11;6;"4,2";"4,06";"0,96";208;"RICA E POTEROÇA"
492;"Morando em Barcelo e sendo jogador profissiol de futebol jogando num time muito bom                                                                                                                         ";.;5;3;2;"Não2";"Não1";2;11;6;"4,2";"4,94";"5,04";204;"MORANDO EM BARC"
493;"                                                                                                                                                                                                                ";.;5;4;2;"Não1";"Não1";2;14;8;"4,21";"1,51";"1,65";208;"               "
494;"Espero estar com um bom trabalho, e boas condições de vida                                                                                                                                                      ";.;5;4;3;"Não2";"Não1";1;14;9;"4,21";"1,71";"1,61";208;"ESPERO ESTAR CO"
495;"Um advogado, contador assumindo a empresa do meu pais \DOXA\"",";.;5;3;3;"Não2";"Não1";2;14;8;"4,21";"2,05";"1,26";62;"UM ADVOGADO, CO"
496;"Trabalhando andando de carro tendo filhos,                                                                                                                                                                      ";.;5;3;.;"Não1";"Não1";2;11;6;"4,21";"2,19";"0,9";208;"TRABALHANDO AND"
497;"Sendo um jogador de futebol muito famoso                                                                                                                                                                        ";.;5;4;2;"Não2";"Não1";2;12;7;"4,22";"1,47";"1,14";208;"SENDO UM JOGADO"
498;"que eu seja legal familiar, amigável com uma vida boa                                                                                                                                                           ";.;5;3;3;"Não1";"Não1";2;13;7;"4,22";"3,47";"1,05";208;"QUE EU SEJA LEG"
499;"Que eu seja um homem bom que tem um trabalho bom e uma mulher boa                                                                                                                                               ";.;3;2;3;"Não1";"Não1";2;11;6;"4,23";"0,98";"1,03";208;"QUE EU SEJA UM "
500;"Espero que o Brasil melhore por que do jeito que está não dá                                                                                                                                                    ";.;4;4;2;"Não1";"Não1";2;12;7;"4,23";"1,72";"1,66";208;"ESPERO QUE O BR"
501;"Tenho pretenções de fazer medici e me especializar em estética, então penso que será um futuro prospero                                                                                                       ";.;5;4;3;"Não1";"Não2";1;13;8;"4,23";"1,81";"2,28";206;"TENHO PRETENÇÕE"
502;"Com saúde, rica,com Deus, trabalhando com canto                                                                                                                                                                 ";.;4;4;3;"Não1";"Não1";1;13;7;"4,23";"1,95";"1,86";208;"COM SAÚDE, RICA"
503;"Sim, com meu carro, minha esposa, com meus filhos e minha casa e com meu trabalho digno                                                                                                                         ";.;4;4;3;"Não1";"Não1";2;12;7;"4,23";"2,02";"0,97";208;"SIM, COM MEU CA"
504;"Uma pessoa bem sucedida, com trabalho fixo e família formada                                                                                                                                                    ";.;5;4;3;"Não2";"Não2";1;13;8;"4,23";"3,22";"2,91";208;"UMA PESSOA BEM "
505;"Uma vida rica de felicidade amor e dinheiro                                                                                                                                                                     ";.;5;5;3;.;"Não1";2;13;9;"4,23";"4";"1,77";208;"UMA VIDA RICA D"
506;"Ainda não                                                                                                                                                                                                       ";.;3;3;1;"Não2";"Não1";2;12;7;"4,23";"4,47";"1,16";208;"AINDA NÃO      "
507;"Eu imagino minha vida normal trabalho te dinheiro achar uma mulher fiel e ter filhos etc                                                                                                                        ";.;4;4;2;"Não2";"Não1";2;14;7;"4,24";"1,57";"1,61";208;"EU IMAGINO MINH"
508;"Uma atriz de novela e ganhando o oscar de melhor atriz,                                                                                                                                                         ";.;5;4;2;"Não1";"Não1";1;11;6;"4,24";"2,31";"1,21";208;"UMA ATRIZ DE NO"
509;"Imagino sem água porque gastamos tanta água hoje em dia que no futuro terá bem pouca                                                                                                                            ";.;5;4;3;"Não2";"Não1";1;11;6;"4,24";"3";"1,55";208;"IMAGINO SEM ÁGU"
510;"Me imagino trabalhando, com filhos e uma carreira profissiol boa                                                                                                                                              ";.;4;3;2;"Não2";"Não1";2;14;9;"4,24";"4,27";"3,86";206;"ME IMAGINO TRAB"
511;"Família feliz, formado em direito e ganhando bem,                                                                                                                                                               ";.;5;3;2;"Não2";"Não1";2;.;8;"4,25";"2,23";"1,46";208;"FAMÍLIA FELIZ, "
512;"Eu a imagino muito boa, uma casa, duas ótimas profissões, cursos, etc,                                                                                                                                          ";.;5;4;2;"Não2";"Não2";1;14;9;"4,25";"3,27";"1,94";208;"EU A IMAGINO MU"
513;"Boa e bem sucedida                                                                                                                                                                                              ";.;4;4;2;"Não2";"Não1";2;.;8;"4,27";"1,77";"1,8";208;"BOA E BEM SUCED"
514;"Imagino que vou ser alguém bem sucedida finceiramente, Provalvelmente tudo será mais caro e moderno,                                                                                                          ";.;3;4;3;"Não2";"Não1";1;12;7;"4,27";"3,81";"1,12";206;"IMAGINO QUE VOU"
516;"imagino eu formado e com uma boa familia                                                                                                                                                                        ";.;5;4;3;"Não1";"Não1";2;13;7;"4,28";"1,84";"0,89";208;"IMAGINO EU FORM"
517;"Bom , pretendo não casar, ter um filho negro, e me forma em medici,  área de crianças com câncer                                                                                                            ";.;4;4;3;"Não2";"Não1";1;12;7;"4,28";"2,27";"2,41";204;"BOM , PRETENDO "
518;"com um emprego, ganhando bem, ajudando a minha família e com uma família nova,                                                                                                                                  ";.;4;4;2;"Não1";"Não1";1;14;9;"4,28";"3,95";"0,98";208;"COM UM EMPREGO,"
519;"Bem sucedida, realizada no trabalho e acima de tudo feliz                                                                                                                                                       ";.;5;3;3;"Não2";"Não1";1;14;9;"4,29";"1,72";"1,46";208;"BEM SUCEDIDA, R"
520;"Eu imagino um lindo lar em que eu vou morar                                                                                                                                                                     ";.;4;4;3;"Não1";"Não1";2;12;7;"4,29";"2,06";"0,97";208;"EU IMAGINO UM L"
521;"Não posso descrever, é pessoal                                                                                                                                                                                  ";.;5;5;3;"Não1";"Não1";1;12;7;"4,29";"2,98";"1,33";208;"NÃO POSSO DESCR"
522;"Eu me imagino com dois filhos, sendo uma médica bem sucedida, casada e com uma estabilidade boa                                                                                                                 ";.;5;4;3;"Não1";"Não1";2;12;7;"4,3";"2,27";"1";208;"EU ME IMAGINO C"
523;"Uma médica pediatra ajudando todas as crianças,                                                                                                                                                                 ";.;5;5;3;"Não1";"Não1";1;11;6;"4,3";"3,01";"1,32";208;"UMA MÉDICA PEDI"
524;"Eu imagino eu realizando o meu sonho que é seer uma grande modelo profissiol                                                                                                                                  ";.;5;4;2;"Não1";"Não1";1;11;6;"4,32";"1,02";"0,95";206;"EU IMAGINO EU R"
525;"Imagino uma vida boa pois vou fazer faculdade, quero ser alguém  vida                                                                                                                                         ";.;5;4;3;"Não1";"Não1";1;12;7;"4,32";"1,02";"1,22";206;"IMAGINO UMA VID"
526;"Eu me imagino um designer de games                                                                                                                                                                              ";.;5;3;2;"Não1";"Não1";2;14;9;"4,32";"1,21";"1,76";208;"EU ME IMAGINO U"
527;"Me imagino bem sucedida e reconhecida por aquilo que faço                                                                                                                                                       ";.;5;3;2;"Não2";"Não1";1;13;7;"4,32";"2,29";"2,5";208;"ME IMAGINO BEM "
528;"uma Meninas muito exemplar com um bom emprego junto com as pessoas que amo minha família,                                                                                                                        ";.;5;5;3;"Não1";"Não1";1;12;7;"4,32";"3,9";"1,61";209;"UMA MENINAS MUI"
529;"Eu me imagino um jogador de futebol e tambem um empresario                                                                                                                                                      ";.;5;4;3;"Não1";"Não1";2;11;6;"4,33";"2,03";"1,15";208;"EU ME IMAGINO U"
530;"Eu me imagino bem sucedida, com a minha casa própria, Com um emprego que me agrada e com meus velhos amigos                                                                                                     ";.;4;4;3;"Não2";"Não1";1;14;9;"4,33";"2,22";"1,54";208;"EU ME IMAGINO B"
531;"Casada, com uma pessoa maravilhosa, com 2 a 4 filhos, seguindo uma carreira artística ou trabalhando em um emprego ótimo, etc,,,                                                                                ";.;5;4;3;"Não2";"Não1";1;14;9;"4,33";"2,26";"1,62";208;"CASADA, COM UMA"
532;"Uma vida longa com um bom emprego é o que eu imagino                                                                                                                                                            ";.;4;3;3;"Não1";"Não1";2;13;8;"4,33";"2,74";"1,36";208;"UMA VIDA LONGA "
533;"Com uma profissão que ganhe bem para que eu sege muito rica                                                                                                                                                     ";.;5;5;3;"Não1";"Não1";1;12;7;"4,34";"2,7";"1,07";208;"COM UMA PROFISS"
534;"Minha vida vai ser muito boa vou ser um web desing mas um mundo no futuro não reino,                                                                                                                            ";.;2;3;2;"Não1";"Não1";2;11;6;"4,34";"3,49";"2,35";208;"MINHA VIDA VAI "
535;"Rico, feliz, saudável                                                                                                                                                                                           ";.;4;5;2;"Não1";"Não1";2;12;6;"4,35";"1,03";"0,96";208;"RICO, FELIZ, SA"
536;"Uma boa mulher com boa condições e que seja reconhecida como uma pessoa do bem                                                                                                                                  ";.;5;3;3;"Não1";"Não1";1;11;6;"4,35";"1,06";"1,56";208;"UMA BOA MULHER "
537;"Eu me imagino com uma profisso boa ganhando bem e feliz                                                                                                                                                         ";.;5;3;3;"Não1";"Não1";1;12;7;"4,35";"1,22";"0,95";208;"EU ME IMAGINO C"
538;"formada em direito                                                                                                                                                                                              ";.;3;4;1;"Não2";"Não1";1;14;9;"4,35";"1,34";"1,4";208;"FORMADA EM DIRE"
539;"Eu imagino que eu esteje trabalhando que eu possa cuidar dos meus pais e ter uma boa casa                                                                                                                       ";.;5;5;1;"Não1";"Não1";1;11;6;"4,35";"2";"0,94";208;"EU IMAGINO QUE "
540;"Não sei dizer, nem imagino como minha vida será                                                                                                                                                                 ";.;4;2;2;"Não1";"Não1";2;12;7;"4,35";"2,19";"1,54";208;"NÃO SEI DIZER, "
541;"Imagino que seja ótima, quero me forma, ter meu trabalho e minha casa própria                                                                                                                                   ";.;5;4;2;"Não1";"Não2";1;11;6;"4,35";"3,26";"0,95";208;"IMAGINO QUE SEJ"
542;"Eu imagino com minha clínica veterinária aberta, com meus estudos completos e bem feliz                                                                                                                         ";.;5;3;2;"Não1";"Não1";1;13;7;"4,36";"1,15";"2,04";208;"EU IMAGINO COM "
543;"Ser um psicologo                                                                                                                                                                                                ";.;5;4;2;"Não1";"Não1";2;12;6;"4,36";"1,34";"1,13";208;"SER UM PSICOLOG"
544;"imagino uma sentista formada com sua propria casa cuidando do meu pai nulugar dele cuidar de mim,                                                                                                               ";.;3;4;2;"Não2";"Não1";1;14;7;"4,37";"1,93";"1,36";208;"IMAGINO UMA SEN"
545;"Uma vida bem sucedida eu espero                                                                                                                                                                                 ";.;5;3;3;"Não2";"Não2";1;13;8;"4,38";"4,95";"1,83";208;"UMA VIDA BEM SU"
546;"Muito bem                                                                                                                                                                                                       ";.;5;1;2;"Não2";"Não1";2;14;7;"4,38";"5,01";"1,27";208;"MUITO BEM      "
547;"Ou eu tenho meus filho casar e ter uma familia muito amada por deus                                                                                                                                             ";.;5;5;2;"Não2";"Não1";1;13;7;"4,39";"3,96";"1,03";208;"OU EU TENHO MEU"
548;"Toma lu ser medica ter minha familia meus filhos ''ilegivel'' a carreira                                                                                                                                        ";.;5;5;1;"Não1";"Não1";2;12;6;"4,39";"4";"0,98";208;"TOMA LU SER MED"
549;"Eu me imagino rica, com dois ou um filho e médica que estudou em alguma faculdade america,                                                                                                                    ";.;5;5;3;"Não1";"Não1";1;12;7;"4,4";"1,98";"2,29";206;"EU ME IMAGINO R"
550;"Uma pessoa boa rica vou ajudar sempre as crianças                                                                                                                                                               ";.;5;4;2;"Não1";"Não2";2;13;6;"4,41";"1,2";"1,03";208;"UMA PESSOA BOA "
551;"eu sendo jogador de futebol                                                                                                                                                                                     ";.;5;4;2;"Não1";"Não1";2;11;6;"4,41";"2,57";"1,09";208;"EU SENDO JOGADO"
552;"Ser formar em Gastronomia, e ser bem sucedido  minha carreira                                                                                                                                                 ";.;4;4;2;"Não2";"Não1";1;13;8;"4,41";"3,2";"1,41";206;"SER FORMAR EM G"
553;"Sonhos e planos realizados, uma vida boa e feliz, formada e com muita saúde,                                                                                                                                    ";.;4;4;3;"Não2";"Não1";1;14;9;"4,42";"1,59";"2,15";208;"SONHOS E PLANOS"
554;"Eu gostaria de ser feliz, bem sucedida, realizada, completa e grata,                                                                                                                                            ";.;5;4;3;"Não2";"Não1";1;14;9;"4,42";"2,22";"1,28";208;"EU GOSTARIA DE "
555;"Um trabalho bom e onesto, dinheiro soficiente para sustentar e sair com minha família etc?                                                                                                                      ";.;4;5;3;"Não2";"Não1";2;12;7;"4,42";"3,63";"1,18";208;"UM TRABALHO BOM"
556;"Boa, pois estou estudando para ser alguém                                                                                                                                                                       ";.;5;4;2;"Não1";"Não1";1;14;8;"4,43";"1,31";"0,9";208;"BOA, POIS ESTOU"
557;"Imagino, eu casada, formada em uma boa faculdade, ganhando um bom salario, e com filhos                                                                                                                         ";.;5;5;3;"Não1";"Não1";1;12;7;"4,43";"1,44";"1,07";208;"IMAGINO, EU CAS"
558;"eu me imagino uma grande atriz ou comandante de bordo                                                                                                                                                           ";.;4;4;3;"Não1";"Não1";1;11;6;"4,43";"2,02";"1,02";208;"EU ME IMAGINO U"
559;"Eu imagino boa mais eu não fico dando certeza do meu futuro porque eu não sei o dia de amanha                                                                                                                   ";.;5;4;2;"Não2";"Não1";1;13;7;"4,43";"2,78";"1,33";208;"EU IMAGINO BOA "
560;"muito boa e maneira                                                                                                                                                                                             ";.;5;3;3;"Não1";"Não1";2;11;6;"4,43";"3,58";"1,01";208;"MUITO BOA E MAN"
561;"Eu imagino que eu vou ser pediatra,                                                                                                                                                                             ";.;4;4;2;"Não1";"Não1";1;11;6;"4,44";"3,79";"0,93";208;"EU IMAGINO QUE "
562;"Me imagino uma bióloga, com estabilidade finceira, ajudando meus pais e viajando pelo mundo,                                                                                                                  ";.;4;4;.;"Não1";"Não1";1;13;8;"4,45";"1,76";"1,12";206;"ME IMAGINO UMA "
563;"Em boa condição de vida, trabalhando e etc,,,                                                                                                                                                                   ";.;5;4;2;"Não1";"Não1";1;13;8;"4,46";"1,1";"0,98";208;"EM BOA CONDIÇÃO"
564;"uma pessoa feliz, cozinehira que adora comer                                                                                                                                                                    ";.;5;3;3;"Não1";"Não1";1;11;6;"4,46";"2,25";"1,38";208;"UMA PESSOA FELI"
565;"as vez eu penso que pode ser dificil e s vez penso que vai ser facil, mais estou indecisa a relação há isso,                                                                                               ";.;5;4;2;"Não1";"Não1";.;12;6;"4,46";"2,47";"1,14";203;"AS VEZ EU PENSO"
566;"Que eu ajude muito cahorros e que viajo por muito lugares                                                                                                                                                       ";.;5;5;3;"Não1";"Não1";1;13;6;"4,46";"4,66";"1,3";208;"QUE EU AJUDE MU"
567;"Como um homem rico, estudarei para vencer a vida, inventarei uma fabrica de ascessorios                                                                                                                         ";.;4;5;2;"Não2";"Não2";2;12;7;"4,47";"4,79";"1,92";208;"COMO UM HOMEM R"
